geoid,lat,lon
490490032054,40.1061091,-111.6301139
490490102212,40.4283895,-111.8741374
490490027023,40.2039461,-111.6202046
490490103032,40.1357626,-111.5884152
490490103033,40.1448715,-111.5884408
490490022043,40.2540937,-111.7037722
490490022112,40.2663208,-111.7152444
490490022132,40.2273232,-111.7144148
490490011033,40.2788127,-111.7161341
490490102123,40.4480127,-111.8659415
490490102221,40.4265445,-111.8592138
490490101293,40.4234292,-111.9041445
490490014043,40.2584664,-111.6760616
490490105061,39.9723476,-111.7809009
490490101153,40.2626827,-111.9756066
490490101151,40.3021512,-112.0111691
490490005112,40.3607063,-111.7428167
490490022092,40.3008648,-111.7297309
490490005053,40.371378,-111.7037832
490490101103,40.3985918,-111.8922335
490490102231,40.4262959,-111.8068446
490490102241,40.4135541,-111.8114668
490490102163,40.4212704,-111.84514
490490102242,40.4134476,-111.8256693
490490102204,40.4192997,-111.7592535
490499804001,40.2338747,-111.6237522
490490027031,40.2257728,-111.6326895
490490027032,40.2271414,-111.6390979
490499802001,40.2595686,-111.64212
490490103062,40.1345857,-111.6317183
490490102233,40.4274977,-111.8165208
490490022102,40.2862007,-111.7293848
490490101233,40.4070973,-111.9354935
490490022122,40.282458,-111.7412029
490490007074,40.3299319,-111.7179609
490490101073,40.3440558,-112.0658884
490490101273,40.3628102,-111.8735936
490490101313,40.3295759,-111.7484087
490490101211,40.3724105,-111.9501191
490490103073,40.1110819,-111.626269
490490103061,40.119736,-111.633829
490490022093,40.3046975,-111.738937
490490101142,40.3248742,-112.0046445
490490101162,40.3005231,-111.9168354
490490101173,40.3249935,-111.9234376
490490101172,40.3239874,-111.9430557
490490101192,40.344428,-111.9952602
490490101191,40.3546056,-111.9854783
490490001053,40.4157139,-111.8352998
490490101302,40.3692713,-111.853181
490490102262,40.3873975,-111.7447257
490490101283,40.4247957,-111.8897752
490490102211,40.4234074,-111.8775686
490490033011,40.1043346,-111.6726469
490490101212,40.3746711,-111.9685505
490490104043,40.0963623,-111.6285364
490490101101,40.4020433,-111.8779556
490490102132,40.3966599,-111.7496499
490490101282,40.4160166,-111.8786291
490490102254,40.3793458,-111.7544059
490490002082,40.3881719,-111.8024005
490490014031,40.2537961,-111.6713908
490490104044,40.0864537,-111.6247624
490490104103,40.0013086,-111.7568171
490490030022,40.1694772,-111.5985495
490490005114,40.3625708,-111.7514773
490490102172,40.4683388,-111.8287087
490490101231,40.3924948,-111.926764
490490034051,40.038798,-111.7286516
490490022091,40.3192127,-111.7407715
490490022082,40.3004154,-111.7502811
490490103082,40.121514,-111.602659
490490105052,39.988321,-111.783321
490490014033,40.2537456,-111.6645797
490490014034,40.257854,-111.666522
490490020011,40.237238,-111.6711074
490499803002,40.2238249,-111.6712367
490490016013,40.2526027,-111.657416
490490018012,40.2429957,-111.6491031
490490018013,40.2435814,-111.6448243
490490102133,40.3981171,-111.7577762
490490002083,40.382394,-111.8017984
490490005101,40.3624506,-111.7643807
490490022081,40.3133592,-111.7578238
490490005111,40.3579499,-111.7517637
490490102261,40.3816714,-111.7352347
490490002071,40.3938397,-111.8252897
490490010023,40.2859944,-111.6809779
490490002072,40.3825598,-111.8191125
490490102223,40.4170608,-111.8544303
490490014012,40.3040337,-111.6603486
490490101314,40.36906,-111.845553
490490103083,40.1329486,-111.6059222
490490007093,40.3230027,-111.6900133
490490101242,40.4032762,-111.9093644
490490008041,40.3008274,-111.7100421
490490101152,40.2815079,-112.0308526
490490102232,40.423782,-111.8238309
490490104053,40.0864823,-111.6112441
490490104113,40.0230789,-111.6797399
490490033022,40.1113836,-111.66439
490490101222,40.3733476,-111.9844617
490490101203,40.3404523,-111.9724047
490490101202,40.3547787,-111.9545971
490490101201,40.356768,-111.9696001
490490101262,40.3805777,-111.903237
490499806001,40.2169282,-111.7210797
490490101182,40.3502138,-111.9096818
490490033021,40.1187282,-111.6593056
490490002052,40.4026346,-111.8144491
490490032053,40.1021441,-111.6222481
490490104042,40.0946023,-111.6216873
490490029015,40.1639904,-111.6275743
490490102263,40.3792733,-111.7446797
490490102162,40.4299888,-111.8451164
490490013004,40.2804961,-111.6774468
490490007073,40.3227796,-111.7168868
490490014042,40.2606559,-111.6698921
490490022063,40.2300059,-111.698929
490490005113,40.3644342,-111.7567385
490490101171,40.3325391,-111.9189462
490490022101,40.2787483,-111.7258406
490490021023,40.2430721,-111.6870688
490490014032,40.2557041,-111.6699228
490490020013,40.2469525,-111.6696285
490490001043,40.4105098,-111.8591004
490490018014,40.2443297,-111.6575419
490490017013,40.2467997,-111.6399859
490490023003,40.2296237,-111.6711202
490490101161,40.3215476,-111.9104537
490490005102,40.3591983,-111.7711314
490490027024,40.2058131,-111.6032804
490490101232,40.4011255,-111.9284486
490490102203,40.4260802,-111.7558119
490190003022,38.9743261,-109.5734502
490190003012,38.517689,-109.3851545
490190003011,38.521775,-109.4910196
490190003021,38.5576159,-109.5422423
490451307071,40.1964019,-112.3737998
490451307083,40.6599119,-112.4520115
490451307082,40.5498237,-112.5245275
490451307072,40.4608741,-112.3021859
490451309003,40.549394,-112.3046944
490451311022,40.5187393,-112.3080949
490451312003,40.5192655,-112.297312
490451310032,40.5358647,-112.2788594
490451307081,40.5739152,-112.4323504
490451311012,40.5261497,-112.3235725
490451310031,40.5355149,-112.2909789
490451310041,40.5459655,-112.2789489
490451307042,40.6447927,-112.3009004
490451307041,40.6343509,-112.3184167
490451307062,40.5800685,-112.3732645
490451310051,40.5457948,-112.2909406
490451307063,40.5836811,-112.3309863
490451307061,40.5588737,-112.305856
490451311011,40.512798,-112.32577
490451307053,40.6340004,-112.2946465
490451310012,40.559005,-112.2866406
490451307051,40.6273849,-112.2981195
490451307052,40.61553,-112.3235571
490451309001,40.5376639,-112.3142635
490451311021,40.5287194,-112.3064569
490050011011,41.7149272,-111.8231317
490050011023,41.7230222,-111.8018957
490050014013,41.642983,-111.8335839
490050002023,41.8604376,-111.814237
490050012022,41.6930986,-111.8495998
490050011013,41.7063839,-111.8295692
490050012011,41.692,-111.8242246
490050002012,41.8218414,-111.8637036
490351119041,40.6703876,-111.8681636
490351120011,40.6694707,-111.881067
490532712001,37.1034129,-113.5568312
490050001011,41.899572,-111.7878175
490059801001,41.6748774,-111.6452383
490050001013,41.9642552,-111.7825982
490050002024,41.84481,-111.791554
490050002022,41.8206465,-111.8016468
490050004021,41.7928981,-111.7866137
490050014021,41.6490619,-111.8837163
490050014022,41.628105,-111.8778825
490050011021,41.7340534,-111.7946652
490050012013,41.6583799,-111.8130706
490050012021,41.6648754,-111.8548171
490490019003,40.2384246,-111.6648163
490490106001,40.0271985,-111.9673413
490479684013,40.4600436,-109.5334057
490479684011,40.4652069,-109.5200661
490479402015,40.2967156,-109.9451855
490479402011,39.7955536,-109.5273514
490479402013,40.3643877,-109.9132383
490190002002,38.5788773,-109.5568546
490190002004,38.5658364,-109.5421338
490190002003,38.5903482,-109.5788002
490190002001,38.5950473,-109.5340034
490351122013,40.6321567,-111.9143864
490351122021,40.6491906,-111.8952201
490351122022,40.6383109,-111.8959996
490351122023,40.6307493,-111.897187
490351123012,40.6545871,-111.8836255
490351126141,40.59847,-111.82464
490351126151,40.5924389,-111.8230382
490351126152,40.5891053,-111.8226136
490351124022,40.6005197,-111.8934627
490351124023,40.6008617,-111.8999332
490351124024,40.591821,-111.8964179
490572109002,41.1815786,-111.9586369
490572110001,41.1827166,-111.9758281
490572106002,41.1861095,-112.0332065
490572106003,41.1803272,-112.0218641
490572106004,41.1797241,-112.0316019
490572106005,41.1796162,-112.0406453
490572107011,41.1727552,-112.0282984
490572107012,41.1656583,-112.0257855
490572107013,41.165646,-112.0366671
490572107014,41.1728618,-112.0397827
490351131022,40.5862259,-111.9790035
490572107032,41.1654732,-112.0482803
490572108001,41.1927994,-111.975494
490572108002,41.1941229,-111.9675959
490572107041,41.157302,-112.0272164
490572107043,41.1567036,-112.042048
490572107044,41.1567416,-112.0494936
490572107045,41.1574414,-112.0588703
490211104002,37.6722771,-113.0709064
490211103002,37.7039389,-113.1473908
490211103001,37.6941604,-113.6400754
490211104001,37.6765796,-113.0741534
490572108003,41.1936631,-111.9612986
490572109001,41.1858376,-111.9655534
490351131011,40.5988928,-112.0014189
490351131051,40.5297815,-112.130873
490351007003,40.7789608,-111.8975805
490351101032,40.7135923,-111.6846964
490111258044,41.0960729,-111.9520593
490111270032,40.8645767,-111.9368376
490111264041,40.8281035,-111.9060341
490111260014,41.0519504,-111.9659554
490050010022,41.7266021,-111.8408476
490050010023,41.7154364,-111.8441312
490050011022,41.7235348,-111.8207008
490211104003,37.6684709,-113.0709983
490211104004,37.6626324,-113.0755645
490490102083,40.436801,-111.7924924
490490104111,39.9221358,-111.6965769
490490105031,40.1234427,-111.7605393
490490105032,40.1422631,-111.6930506
490490105041,40.0297224,-111.7762106
490490105042,40.0786603,-111.7565089
490490105062,39.9716726,-111.7881356
490490109001,40.4440392,-111.6292613
490490109002,40.1660105,-111.3912207
490499801001,40.4169986,-112.0446402
490251302002,37.0535357,-112.5326866
490251301001,37.2750892,-111.815329
490251301002,37.0682241,-111.7292029
490251301003,37.2975425,-112.6044428
490251302003,37.0177587,-112.5392264
490439644021,40.6240356,-111.491545
490439644012,40.6366155,-111.528697
490439644023,40.6602493,-111.4581485
490439644011,40.6554092,-111.5427279
490439643053,40.6575645,-111.5777587
490439644024,40.6633186,-111.496386
490439643051,40.7030892,-111.5697016
490439644022,40.6535876,-111.4904699
490439643052,40.7074276,-111.553246
490011002003,38.3968047,-113.0146911
490399724011,39.3287343,-111.6393915
490399721011,39.5268515,-111.3601997
490399721022,39.580852,-111.494405
490399721024,39.7413839,-111.3816269
490399721023,39.6298549,-111.3692633
490399721012,39.5438581,-111.4543652
490399721013,39.4395632,-111.4550451
490399724012,39.3598552,-111.5879923
490399721021,39.6087896,-111.4398091
490399724022,39.3586474,-111.580228
490050010012,41.7258893,-111.8542144
490299702001,40.9251817,-111.7298232
490159763001,39.2164381,-111.0118895
490159762003,39.3074098,-110.9495858
490159765001,38.8800457,-111.1278257
490159762002,39.289689,-110.6808579
490159765002,39.1725065,-111.2406883
490159762001,39.4562425,-111.0263878
490159765003,38.9049286,-110.4737236
490159762004,39.3326298,-110.9727123
490050004034,41.8023687,-111.8093093
490351123013,40.6451596,-111.8798211
490351123021,40.6359528,-111.8690474
490351123022,40.6402062,-111.8809919
490351125011,40.6241346,-111.874351
490351125012,40.6262966,-111.8784632
490351125013,40.6259297,-111.885976
490351126161,40.5737513,-111.8156591
490351127001,40.5962223,-111.8769239
490351127002,40.5909582,-111.8771318
490351127003,40.5922492,-111.8864083
490351128041,40.5551556,-111.8674257
490351128042,40.5551168,-111.8579759
490351128044,40.547899,-111.858068
490351122011,40.645431,-111.9063845
490351122012,40.6426446,-111.9158342
490050005014,41.7472341,-111.845105
490050005011,41.7458247,-111.8385752
490351126191,40.6001665,-111.8359041
490351128052,40.5371784,-111.866553
490351126192,40.5970038,-111.8440448
490351126081,40.5909213,-111.840641
490351126082,40.5840898,-111.8393118
490351126083,40.5915369,-111.8483675
490351126084,40.584633,-111.8490764
490532718001,37.094122,-113.5631682
490351123023,40.6344539,-111.8804879
490532710001,37.2293111,-113.2408483
490532702002,37.4922635,-113.8137228
490532716001,37.0324328,-113.620323
490532702001,37.4307297,-113.5284651
490532714001,37.1039405,-113.5801538
490351126182,40.6048189,-111.8468295
490351126112,40.6056795,-111.8674548
490351125031,40.6178058,-111.8771211
490351125033,40.612095,-111.8780633
490351126092,40.582929,-111.8207119
490351126093,40.5849571,-111.8293994
490351126101,40.6076952,-111.8815056
490351126102,40.6019385,-111.8758995
490351126103,40.6014217,-111.8852909
490351124021,40.6084478,-111.898047
490351125034,40.6125757,-111.8871669
490351126041,40.5723819,-111.8559916
490351126042,40.5746473,-111.8615805
490351126043,40.5762586,-111.868318
490351126044,40.5672814,-111.8627783
490351126121,40.5871815,-111.8591515
490351126122,40.5887631,-111.8682558
490351126131,40.5754107,-111.8399061
490351126132,40.574778,-111.8484448
490351126133,40.5647811,-111.8455188
490170003003,37.6947091,-112.3546234
490351129162,40.6009495,-111.9702386
490351129172,40.6034236,-111.9627541
490351129182,40.5953745,-111.9340704
490351129181,40.5862734,-111.9340023
490351130162,40.504002,-111.9640739
490351135091,40.6909924,-111.9317899
490351135092,40.6971022,-111.9281043
490351135101,40.6744712,-111.9504721
490351135103,40.6718639,-111.9438343
490351135153,40.6477978,-111.9305775
490351135381,40.6797438,-112.0114003
490351135382,40.6766333,-112.014245
490351135392,40.6709383,-112.0107374
490351135391,40.6738097,-112.02091
490351135372,40.6712115,-111.9722509
490351135361,40.6779348,-111.9814111
490351138023,40.6639809,-112.0128489
490490004003,40.369222,-111.7898294
490490022111,40.2726812,-111.7223526
490490101193,40.3602016,-111.9800252
490490101311,40.346592,-111.7799386
490490102251,40.3875519,-111.7543179
490490008031,40.3008223,-111.7201807
490351128121,40.5628488,-111.8606229
490351128122,40.5626857,-111.8676964
490351128124,40.5641823,-111.8825779
490351130071,40.5765761,-111.9962775
